locale	width	month_1	month_2	month_3	month_4	month_5	month_6	month_7	month_8	month_9	month_10	month_11	month_12
ff-Adlm-NE	abbreviated	𞤅𞤭𞥅𞤤𞤮	𞤕𞤮𞤤𞤼𞤮	𞤐𞤦𞤮𞥅𞤴𞤮	𞤅𞤫𞥅𞤼𞤮	𞤁𞤵𞥅𞤶𞤮	𞤑𞤮𞤪𞤧𞤮	𞤃𞤮𞤪𞤧𞤮	𞤔𞤵𞤳𞤮	𞤅𞤭𞤤𞤼𞤮	𞤒𞤢𞤪𞤳𞤮	𞤔𞤮𞤤𞤮	𞤄𞤮𞤱𞤼𞤮
ff-Adlm-NG	wide	𞤅𞤭𞥅𞤤𞤮	𞤕𞤮𞤤𞤼𞤮	𞤐𞤦𞤮𞥅𞤴𞤮	𞤅𞤫𞥅𞤼𞤮	𞤁𞤵𞥅𞤶𞤮	𞤑𞤮𞤪𞤧𞤮	𞤃𞤮𞤪𞤧𞤮	𞤔𞤵𞤳𞤮	𞤅𞤭𞤤𞤼𞤮	𞤒𞤢𞤪𞤳𞤮	𞤔𞤮𞤤𞤮	𞤄𞤮𞤱𞤼𞤮
ff-Adlm-NG	abbreviated	𞤅𞤭𞥅𞤤𞤮	𞤕𞤮𞤤𞤼𞤮	𞤐𞤦𞤮𞥅𞤴𞤮	𞤅𞤫𞥅𞤼𞤮	𞤁𞤵𞥅𞤶𞤮	𞤑𞤮𞤪𞤧𞤮	𞤃𞤮𞤪𞤧𞤮	𞤔𞤵𞤳𞤮	𞤅𞤭𞤤𞤼𞤮	𞤒𞤢𞤪𞤳𞤮	𞤔𞤮𞤤𞤮	𞤄𞤮𞤱𞤼𞤮
ff-Adlm-SL	wide	𞤅𞤭𞥅𞤤𞤮	𞤕𞤮𞤤𞤼𞤮	𞤐𞤦𞤮𞥅𞤴𞤮	𞤅𞤫𞥅𞤼𞤮	𞤁𞤵𞥅𞤶𞤮	𞤑𞤮𞤪𞤧𞤮	𞤃𞤮𞤪𞤧𞤮	𞤔𞤵𞤳𞤮	𞤅𞤭𞤤𞤼𞤮	𞤒𞤢𞤪𞤳𞤮	𞤔𞤮𞤤𞤮	𞤄𞤮𞤱𞤼𞤮
ff-Adlm-SL	abbreviated	𞤅𞤭𞥅𞤤𞤮	𞤕𞤮𞤤𞤼𞤮	𞤐𞤦𞤮𞥅𞤴𞤮	𞤅𞤫𞥅𞤼𞤮	𞤁𞤵𞥅𞤶𞤮	𞤑𞤮𞤪𞤧𞤮	𞤃𞤮𞤪𞤧𞤮	𞤔𞤵𞤳𞤮	𞤅𞤭𞤤𞤼𞤮	𞤒𞤢𞤪𞤳𞤮	𞤔𞤮𞤤𞤮	𞤄𞤮𞤱𞤼𞤮
ff-Adlm-SN	wide	𞤅𞤭𞥅𞤤𞤮	𞤕𞤮𞤤𞤼𞤮	𞤐𞤦𞤮𞥅𞤴𞤮	𞤅𞤫𞥅𞤼𞤮	𞤁𞤵𞥅𞤶𞤮	𞤑𞤮𞤪𞤧𞤮	𞤃𞤮𞤪𞤧𞤮	𞤔𞤵𞤳𞤮	𞤅𞤭𞤤𞤼𞤮	𞤒𞤢𞤪𞤳𞤮	𞤔𞤮𞤤𞤮	𞤄𞤮𞤱𞤼𞤮
ff-Adlm-SN	abbreviated	𞤅𞤭𞥅𞤤𞤮	𞤕𞤮𞤤𞤼𞤮	𞤐𞤦𞤮𞥅𞤴𞤮	𞤅𞤫𞥅𞤼𞤮	𞤁𞤵𞥅𞤶𞤮	𞤑𞤮𞤪𞤧𞤮	𞤃𞤮𞤪𞤧𞤮	𞤔𞤵𞤳𞤮	𞤅𞤭𞤤𞤼𞤮	𞤒𞤢𞤪𞤳𞤮	𞤔𞤮𞤤𞤮	𞤄𞤮𞤱𞤼𞤮
ff-Latn	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
ff-Latn-BF	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn-BF	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
ff-Latn-CM	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn-CM	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
ff-Latn-GH	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn-GH	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
ff-Latn-GM	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn-GM	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
ff-Latn-GN	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn-GN	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
ff-Latn-GW	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn-GW	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
ff-Latn-LR	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn-LR	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
ff-Latn-MR	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn-MR	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
ff-Latn-NE	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn-NE	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
ff-Latn-NG	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn-NG	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
ff-Latn-SL	wide	siilo	colte	mbooy	seeɗto	duujal	korse	morso	juko	siilto	yarkomaa	jolal	bowte
ff-Latn-SL	abbreviated	sii	col	mbo	see	duu	kor	mor	juk	slt	yar	jol	bow
fil	wide	Enero	Pebrero	Marso	Abril	Mayo	Hunyo	Hulyo	Agosto	Setyembre	Oktubre	Nobyembre	Disyembre
fil	abbreviated	Ene	Peb	Mar	Abr	May	Hun	Hul	Ago	Set	Okt	Nob	Dis
fo	wide	januar	februar	mars	apríl	mai	juni	juli	august	september	oktober	november	desember
fo	abbreviated	jan.	feb.	mar.	apr.	mai	jun.	jul.	aug.	sep.	okt.	nov.	des.
fo-DK	wide	januar	februar	mars	apríl	mai	juni	juli	august	september	oktober	november	desember
fo-DK	abbreviated	jan.	feb.	mar.	apr.	mai	jun.	jul.	aug.	sep.	okt.	nov.	des.
fr-BF	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-BF	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-BI	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-BI	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-BJ	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-BJ	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-BL	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-BL	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-CD	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-CD	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-CF	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-CF	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-CG	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-CG	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-CI	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-CI	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-CM	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-CM	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-DJ	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-DJ	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-DZ	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-DZ	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-GA	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-GA	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-GF	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-GF	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-GN	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-GN	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-GP	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-GP	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-GQ	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-GQ	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-HT	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-HT	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-KM	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-KM	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-LU	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-LU	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-MA	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-MA	abbreviated	jan.	fév.	mar.	avr.	mai	jui.	juil.	août	sept.	oct.	nov.	déc.
fr-MC	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-MC	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-MF	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-MF	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-MG	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-MG	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-ML	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-ML	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-MQ	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-MQ	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-MR	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-MR	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-MU	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-MU	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-NC	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-NC	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-NE	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-NE	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-PF	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-PF	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-PM	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-PM	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-RE	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-RE	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-RW	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-RW	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-SC	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-SC	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-SN	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-SN	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-SY	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-SY	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-TD	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-TD	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-TG	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-TG	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-TN	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-TN	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-VU	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-VU	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-WF	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-WF	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
fr-YT	wide	janvier	février	mars	avril	mai	juin	juillet	août	septembre	octobre	novembre	décembre
fr-YT	abbreviated	janv.	févr.	mars	avr.	mai	juin	juil.	août	sept.	oct.	nov.	déc.
frr	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
frr	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
fur	wide	Zenâr	Fevrâr	Març	Avrîl	Mai	Jugn	Lui	Avost	Setembar	Otubar	Novembar	Dicembar
fur	abbreviated	Zen	Fev	Mar	Avr	Mai	Jug	Lui	Avo	Set	Otu	Nov	Dic
fy	wide	Jannewaris	Febrewaris	Maart	April	Maaie	Juny	July	Augustus	Septimber	Oktober	Novimber	Desimber
fy	abbreviated	Jan	Feb	Mrt	Apr	Mai	Jun	Jul	Aug	Sep	Okt	Nov	Des
ga	wide	Eanáir	Feabhra	Márta	Aibreán	Bealtaine	Meitheamh	Iúil	Lúnasa	Meán Fómhair	Deireadh Fómhair	Samhain	Nollaig
ga	abbreviated	Ean	Feabh	Márta	Aib	Beal	Meith	Iúil	Lún	MFómh	DFómh	Samh	Noll
ga-GB	wide	Eanáir	Feabhra	Márta	Aibreán	Bealtaine	Meitheamh	Iúil	Lúnasa	Meán Fómhair	Deireadh Fómhair	Samhain	Nollaig
ga-GB	abbreviated	Ean	Feabh	Márta	Aib	Beal	Meith	Iúil	Lún	MFómh	DFómh	Samh	Noll
gaa	wide	Aharabata	Oflɔ	Otsokrikri	Abɛibe	Agbiɛnaa	Otukwajaŋ	Maawɛ	Manyawale	Gbo	Antɔŋ	Alemle	Afuabe
gaa	abbreviated	Aharabata	Oflɔ	Otsokrikri	Abɛibe	Agbiɛnaa	Otukwajaŋ	Maawɛ	Manyawale	Gbo	Antɔŋ	Alemle	Afuabe
gd	wide	dhen Fhaoilleach	dhen Ghearran	dhen Mhàrt	dhen Ghiblean	dhen Chèitean	dhen Ògmhios	dhen Iuchar	dhen Lùnastal	dhen t-Sultain	dhen Dàmhair	dhen t-Samhain	dhen Dùbhlachd
gd	abbreviated	Faoi	Gearr	Màrt	Gibl	Cèit	Ògmh	Iuch	Lùna	Sult	Dàmh	Samh	Dùbh
gez	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
gez	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
gez-ER	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
gez-ER	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
gl	wide	xaneiro	febreiro	marzo	abril	maio	xuño	xullo	agosto	setembro	outubro	novembro	decembro
gl	abbreviated	xan.	feb.	mar.	abr.	maio	xuño	xul.	ago.	set.	out.	nov.	dec.
gn	wide	Jasyteĩ	Jasykõi	Jasyapy	Jasyrundy	Jasypo	Jasypoteĩ	Jasypokõi	Jasypoapy	Jasyporundy	Jasypa	Jasypateĩ	Jasypakõi
gn	abbreviated	Jasyteĩ	Jasykõi	Jasyapy	Jasyrundy	Jasypo	Jasypoteĩ	Jasypokõi	Jasypoapy	Jasyporundy	Jasypa	Jasypateĩ	Jasypakõi
gsw	wide	Januar	Februar	März	April	Mai	Juni	Juli	Auguscht	Septämber	Oktoober	Novämber	Dezämber
gsw	abbreviated	Jan	Feb	Mär	Apr	Mai	Jun	Jul	Aug	Sep	Okt	Nov	Dez
gsw-FR	wide	Januar	Februar	März	April	Mai	Juni	Juli	Auguscht	Septämber	Oktoober	Novämber	Dezämber
gsw-FR	abbreviated	Jan	Feb	Mär	Apr	Mai	Jun	Jul	Aug	Sep	Okt	Nov	Dez
gsw-LI	wide	Januar	Februar	März	April	Mai	Juni	Juli	Auguscht	Septämber	Oktoober	Novämber	Dezämber
gsw-LI	abbreviated	Jan	Feb	Mär	Apr	Mai	Jun	Jul	Aug	Sep	Okt	Nov	Dez
gu	wide	જાન્યુઆરી	ફેબ્રુઆરી	માર્ચ	એપ્રિલ	મે	જૂન	જુલાઈ	ઑગસ્ટ	સપ્ટેમ્બર	ઑક્ટોબર	નવેમ્બર	ડિસેમ્બર
gu	abbreviated	જાન્યુ	ફેબ્રુ	માર્ચ	એપ્રિલ	મે	જૂન	જુલાઈ	ઑગસ્ટ	સપ્ટે	ઑક્ટો	નવે	ડિસે
guz	wide	Chanuari	Feburari	Machi	Apiriri	Mei	Juni	Chulai	Agosti	Septemba	Okitoba	Nobemba	Disemba
guz	abbreviated	Can	Feb	Mac	Apr	Mei	Jun	Cul	Agt	Sep	Okt	Nob	Dis
gv	wide	Jerrey-geuree	Toshiaght-arree	Mayrnt	Averil	Boaldyn	Mean-souree	Jerrey-souree	Luanistyn	Mean-fouyir	Jerrey-fouyir	Mee Houney	Mee ny Nollick
gv	abbreviated	J-guer	T-arree	Mayrnt	Avrril	Boaldyn	M-souree	J-souree	Luanistyn	M-fouyir	J-fouyir	M-Houney	M-Nollick
ha	wide	Janairu	Faburairu	Maris	Afirilu	Mayu	Yuni	Yuli	Agusta	Satumba	Oktoba	Nuwamba	Disamba
ha	abbreviated	Jan	Fab	Mar	Afi	May	Yun	Yul	Agu	Sat	Okt	Nuw	Dis
ha-Arab	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ha-Arab	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ha-Arab-SD	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ha-Arab-SD	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
ha-GH	wide	Janairu	Faburairu	Maris	Afirilu	Mayu	Yuni	Yuli	Agusta	Satumba	Oktoba	Nuwamba	Disamba
ha-GH	abbreviated	Jan	Fab	Mar	Afi	May	Yun	Yul	Agu	Sat	Okt	Nuw	Dis
ha-NE	wide	Janairu	Faburairu	Maris	Afirilu	Mayu	Yuni	Yuli	Agusta	Satumba	Oktoba	Nuwamba	Disamba
ha-NE	abbreviated	Jan	Fab	Mar	Afi	May	Yun	Yul	Agu	Sat	Okt	Nuw	Dis
haw	wide	Ianuali	Pepeluali	Malaki	ʻApelila	Mei	Iune	Iulai	ʻAukake	Kepakemapa	ʻOkakopa	Nowemapa	Kekemapa
haw	abbreviated	Ian.	Pep.	Mal.	ʻAp.	Mei	Iun.	Iul.	ʻAu.	Kep.	ʻOk.	Now.	Kek.
he	wide	ינואר	פברואר	מרץ	אפריל	מאי	יוני	יולי	אוגוסט	ספטמבר	אוקטובר	נובמבר	דצמבר
he	abbreviated	ינו׳	פבר׳	מרץ	אפר׳	מאי	יוני	יולי	אוג׳	ספט׳	אוק׳	נוב׳	דצמ׳
hi	wide	जनवरी	फ़रवरी	मार्च	अप्रैल	मई	जून	जुलाई	अगस्त	सितंबर	अक्तूबर	नवंबर	दिसंबर
hi	abbreviated	जन॰	फ़र॰	मार्च	अप्रैल	मई	जून	जुल॰	अग॰	सित॰	अक्तू॰	नव॰	दिस॰
hi-Latn	wide	January	February	March	April	May	June	July	August	September	October	November	December
hi-Latn	abbreviated	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
hnj	wide	𞄆𞄬	𞄛𞄨𞄱𞄄𞄤𞄲𞄨	𞄒𞄫𞄰𞄒𞄪𞄱	𞄤𞄨𞄱	𞄀𞄪𞄴	𞄛𞄤𞄱𞄞𞄤𞄦	𞄔𞄩𞄴𞄆𞄨𞄰	𞄕𞄩𞄲𞄔𞄄𞄰𞄤	𞄛𞄤𞄱𞄒𞄤𞄰	𞄪𞄱𞄀𞄤𞄴	𞄚𞄦𞄲𞄤𞄚𞄄𞄰𞄫	𞄒𞄩𞄱𞄔𞄬𞄴
hnj	abbreviated	𞄆𞄬	𞄛𞄨𞄱𞄄𞄤𞄲𞄨	𞄒𞄫𞄰𞄒𞄪𞄱	𞄤𞄨𞄱	𞄀𞄪𞄴	𞄛𞄤𞄱𞄞𞄤𞄦	𞄔𞄩𞄴𞄆𞄨𞄰	𞄕𞄩𞄲𞄔𞄄𞄰𞄤	𞄛𞄤𞄱𞄒𞄤𞄰	𞄪𞄱𞄀𞄤𞄴	𞄚𞄦𞄲𞄤𞄚𞄄𞄰𞄫	𞄒𞄩𞄱𞄔𞄬𞄴
hnj-Hmnp	wide	𞄆𞄬	𞄛𞄨𞄱𞄄𞄤𞄲𞄨	𞄒𞄫𞄰𞄒𞄪𞄱	𞄤𞄨𞄱	𞄀𞄪𞄴	𞄛𞄤𞄱𞄞𞄤𞄦	𞄔𞄩𞄴𞄆𞄨𞄰	𞄕𞄩𞄲𞄔𞄄𞄰𞄤	𞄛𞄤𞄱𞄒𞄤𞄰	𞄪𞄱𞄀𞄤𞄴	𞄚𞄦𞄲𞄤𞄚𞄄𞄰𞄫	𞄒𞄩𞄱𞄔𞄬𞄴
hnj-Hmnp	abbreviated	𞄆𞄬	𞄛𞄨𞄱𞄄𞄤𞄲𞄨	𞄒𞄫𞄰𞄒𞄪𞄱	𞄤𞄨𞄱	𞄀𞄪𞄴	𞄛𞄤𞄱𞄞𞄤𞄦	𞄔𞄩𞄴𞄆𞄨𞄰	𞄕𞄩𞄲𞄔𞄄𞄰𞄤	𞄛𞄤𞄱𞄒𞄤𞄰	𞄪𞄱𞄀𞄤𞄴	𞄚𞄦𞄲𞄤𞄚𞄄𞄰𞄫	𞄒𞄩𞄱𞄔𞄬𞄴
hr-BA	wide	siječnja	veljače	ožujka	travnja	svibnja	lipnja	srpnja	kolovoza	rujna	listopada	studenoga	prosinca
hr-BA	abbreviated	sij	velj	ožu	tra	svi	lip	srp	kol	ruj	lis	stu	pro
hsb	wide	januara	februara	měrca	apryla	meje	junija	julija	awgusta	septembra	oktobra	nowembra	decembra
hsb	abbreviated	jan.	feb.	měr.	apr.	mej.	jun.	jul.	awg.	sep.	okt.	now.	dec.
hy	wide	հունվարի	փետրվարի	մարտի	ապրիլի	մայիսի	հունիսի	հուլիսի	օգոստոսի	սեպտեմբերի	հոկտեմբերի	նոյեմբերի	դեկտեմբերի
hy	abbreviated	հնվ	փտվ	մրտ	ապր	մյս	հնս	հլս	օգս	սեպ	հոկ	նոյ	դեկ
ia	wide	januario	februario	martio	april	maio	junio	julio	augusto	septembre	octobre	novembre	decembre
ia	abbreviated	jan	feb	mar	apr	mai	jun	jul	aug	sep	oct	nov	dec
id	wide	Januari	Februari	Maret	April	Mei	Juni	Juli	Agustus	September	Oktober	November	Desember
id	abbreviated	Jan	Feb	Mar	Apr	Mei	Jun	Jul	Agu	Sep	Okt	Nov	Des
ie	wide	januar	februar	marte	april	may	junio	julí	august	septembre	octobre	novembre	decembre
ie	abbreviated	jan.	febr.	mar.	apr.	may	jun.	julí	aug.	sept.	oct.	nov.	dec.
ig	wide	Jenụwarị	Febrụwarị	Maachị	Epreel	Mee	Jun	Julaị	Ọgọọst	Septemba	Ọktoba	Novemba	Disemba
ig	abbreviated	Jen	Feb	Maa	Epr	Mee	Juu	Jul	Ọgọ	Sep	Ọkt	Nov	Dis
ii	wide	ꋍꆪ	ꑍꆪ	ꌕꆪ	ꇖꆪ	ꉬꆪ	ꃘꆪ	ꏃꆪ	ꉆꆪ	ꈬꆪ	ꊰꆪ	ꊯꊪꆪ	ꊰꑋꆪ
ii	abbreviated	ꋍꆪ	ꑍꆪ	ꌕꆪ	ꇖꆪ	ꉬꆪ	ꃘꆪ	ꏃꆪ	ꉆꆪ	ꈬꆪ	ꊰꆪ	ꊯꊪꆪ	ꊰꑋꆪ
io	wide	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
io	abbreviated	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12
is	wide	janúar	febrúar	mars	apríl	maí	júní	júlí	ágúst	september	október	nóvember	desember
is	abbreviated	jan.	feb.	mar.	apr.	maí	jún.	júl.	ágú.	sep.	okt.	nóv.	des.
it-SM	wide	gennaio	febbraio	marzo	aprile	maggio	giugno	luglio	agosto	settembre	ottobre	novembre	dicembre
it-SM	abbreviated	gen	feb	mar	apr	mag	giu	lug	ago	set	ott	nov	dic
